,Place,Categories,Rating,Review Title,Review Body
503,Bouddha Stupa Thanka Center,Art Galleries,4,Beautiful Artwork,Our guide took us here and were we glad he did. The paintings are beautiful. The colors are vibrant and the work whether done by a master or student was excellent. I bought a small painting and it was carefully rolled and placed I side a tube for easy packing.
504,Bouddha Stupa Thanka Center,Art Galleries,4,Interesting,They provided a history of this type of artwork. Pointed out how each piece of art is created: from canvas prep to the final signature. Its more than just art.
505,Bouddha Stupa Thanka Center,Art Galleries,4,Learn about Thanka Painting and expect a hard sell to buy one,"I am in awe of Buddhist practices and eager to learn all I can about their religion.  It's been something that I've had an interest in since childhood and in 50+ years it's not wavered.  I would have willingly paid a small fee for a tour of this facility, but our guide brought us here and said there would be no fee.  It was fascinating to learn the process and feel hands-on the artwork.  After the tour and watching artists at work, we were hard pressed to purchase something which we hadn't planned on upon entering.  My husband would buy trinkets from every trip, if I left more room in the suitcase and we already have more stuff in our house than we need.  When we attempted to negotiate a price, the woman kept looking to our guide and we understood that he was getting a cut of the sale."
506,Bouddha Stupa Thanka Center,Art Galleries,4,Great paintings,We were lucky enough to see students painting beautiful Mandalas and other religeous paintings. You can purchase those done by students and masters.
507,Bouddha Stupa Thanka Center,Art Galleries,4,Vacation,This time I came katmandu for my winter vacation. M with my mom came here for our vacation m feel so blessed to visit such a wonderful place its was soo awesome place we feel peace n pleasure
508,Bouddha Stupa Thanka Center,Art Galleries,4,Interesting Tourist Trap,"Absolutely fascinating to see how these thanka paintings are made, and also to learn about how to discern the various qualities of these paintings, not to mention to see the artists in action and to be able to ask questions galore of the proprietor. Only problem, don't try to leave without buying something. Much as these are beautiful, I really didn't want to buy one, which I wound up doing. Felt coerced. Why can't they just charge an entry fee, and then, should you like to make a purchase, perhaps apply that? Also, can bargain re. price somewhat. Still felt trapped."
509,Kaiser Library,Libraries,4,Loved the dusty old books,"The books are all squashed together in a couple of rooms in the old palace, due to earthquake damage. I love books and was fascinated by the random collection in the rooms. I could have spent all day browsing. Yes, its quirky and very different to anything else in the city.  There were quite a few students in there reading newspapers or the books. I think it's definitely worth a visit."
510,Kaiser Library,Libraries,4,Excellent park ans cafe to wind down,"Superb place right in the heart of the city, undisturbed by natural beauty, and wide open spaces to relax. Trees all around and a sight behold in the light day showers. Enjoying a cup of coffee in the cafe is bliss.Note: it has an entry fee which is non refundable."
511,Kaiser Library,Libraries,4,Very sad visit,"Alas the earthquake has also affected this beautiful building and the remaining rooms are just a hollow shadow of the previously glorious library. It is free to visit and one should go there, maybe this way they will start renovating the building! Very sad place... go and visit the Garden of dreams afterwards to cheer up!!"
512,Kaiser Library,Libraries,4,Old books but sadly now small library,"Most have been a great place to visit. The 2015 earthquake hit the building hard. Now ground floor only open.  Fred of charge. Very few books cramped in small space. Some nice old books though. Spent an hour reading an 1880 book on Indian caves , very nice. Power cuts are annoying."
513,Kaiser Library,Libraries,4,Former palace turned library,"A former palace, now a library based on the collection of General Kaiser SJB Rana, son of the earlier Maharajah. Houses some old books and manuskripts but much must have been lost over time due to the lack of care and mis management. Where a fine sword and shield should hang is now a chinese toy copy. Still a a place to visit as less n less of the real historical Kathmandu exists. Books they have, may need to search and abit dusty but fun. If studying anything on Nepal a good place to visit. Can always go to garden of dreams otherwise which is basicly next door."
514,Kaiser Library,Libraries,4,Historical building and library,This is a strange gloomy old building  with an antique idea of a library. More a book depository and finding books is not easy. But students come here and it is a unique archive and place of historic interest. Worth a visit.
515,Kaiser Library,Libraries,4,The library is no more,Due to the earthquake the building is very damaged. All the books are gone. There is really nothing to see at this place. It is even too dangerous to wander around the building and the gardens.
516,Kaiser Library,Libraries,4,A good one,"This library is a good one to spend some time alone and reading off your favorite list of books, near the passport office and under ministry of education gives you a whole new adventurous reading"
517,Kaiser Library,Libraries,4,huge,"its an huge library, it actually a palace turned into library, being a book lover i was amazed by its size and the collection it had one can sit anywhere in the huge palace to read."
518,Kaiser Library,Libraries,4,Library only for newspapers,"This historic library has not been reconstructed since 2015 earthquake. All the books are dumped in rucksack. Saw few employees reading newspapers, that's it."
519,Stone Vishnu Mandir Temple,�Architectural Buildings,3,Still awaiting renovation,"This temple, situated right next to the big bell in Durbar Square, Is unfortunately still awaiting renovation nearly four years on from the earthquake in 2015. Presumably priority is being given to other temples first."
520,Stone Vishnu Mandir Temple,�Architectural Buildings,3,Small but Beautiful at Durbar Square,"This temple is one of the many temple in Durbar Square met with the earthquake , restoration work seems to be not that fast here. Don't know the reason behind the same."
521,Maha Vishnu Mandir Temple,Religious Sites3.5,3.5,Vishnu in the Pool,"The Vishnu Mandir we visited is at the outskirt towards north of the town. It is believed that the Vishnu statue in resting posture appeared on its own during a farmer ploughing his land. It is beautiful to see Vishnu lying in bed mid of a pool. Must see place and have a splash of the divine water from the pool by the local priest, during our time it was young boys who were the priests."
522,Rizvi Brothers Paper Mache Gift Shop,Art Galleries,5,Beautiful hand painted paper mache boxes and gifts,"Designed in Kashmir and made in Nepal - beautiful ornate jewelry boxes, animals, decorations etc. I made three trips to this shop to buy presents for me and others!"
523,Woodcraft Gallery,Art Galleries,5,Family works display,Good place to sculptures and photography and paintings exhibition events. Also best place to practice on wood since they teach you wood carving for free on every Saturday 12pm to 3pm. One could make gift for oneself in that hour. You must enroll first and for that have to talk to the Gallery people and then go to training for free on Saturdays. And also share your wood working experience from your professional wood carving work.
524,Buddha Nepal Art Gallery,Art Galleries,5,Great person and amazing (!) Works.,the mangger was really nice.  Set with us n explained his work.  Working with the artists and with the customers.  Gave us a really  good priceThe must important thing- every paint is absolutly wonderfull! Have fun:)
525,Aviation Museum,Speciality Museums,,Reasons to Visit Aviation Museum,Reason to Visit Aviation Museum-very nice location near airport-Aeroplane and Helicopter are there main attraction -Minature aircrafts inside the main museum -we can know the history of aviation and there importance-Can help teenagers to build their career in aviation-Childern were fully enjoying-Beautiful airhostess-Overall must visit
526,Handy-Mandy Craft House,Points of Interest & Landmarks,,The most unique hand made items in Nepal,"The elephant and sacred cow and rhino slippers stopped me dead in my tracks!  In another review about the Yak and Yeti Hotel,  I mentioned the wonderful shops just across the street.  For some reason I passed right by this one which was on the other side.   Well, I was in heaven!!  I bought slippers, jewelry, bags and many other items, many crafted from felted wool.  Whimsical, original, colorful and just plain irresistible.  The proprietor was lovely and helpful and made the whole experience delightful."
527,Karmaraja Mahavihara,Religious Sites4.5,4.5,Back in time in Nepal,"How simply beautiful. The areas are all kept beautifully and traditionally. Worth the time to see, and experience the culture through the small sculptures and carvings."
528,Karmaraja Mahavihara,Religious Sites4.6,4,Beautiful monastery,It is located in swyombhunath temple. Where you can see monks are praying. On the Main entrance of this monastery statue of Tara is there to bless you.
529,Karmaraja Mahavihara,Religious Sites4.7,4,Beautiful Buddhist Monastery in Swaymbunath,"Visited the Shri Karma Raja Mahavihara ,located in the Swayambunath complex on 1 January 2015.Located on the rght side of the main stairway,northern side of the main stupaIts not a temple , as stated in the previous review here , its a Buddhist monastery.This Vihara is the main seat of H.H. the 16th Gyalwa Karmapa Rangjung Rigpe Dorje in Nepal, directed by the abbot Sabchu Rinpoche.The current monastery has been continuously improved since its establishment, with the support of many Buddhist donors. In the early 1970s, the 16th Karmapa stayed here for several months conducting special empowerments, teaching, and giving audience to hundreds of disciples.At present, about sixty monks are accommodated in the monastery. We managed to see the inside , the main altar , and the monk prayers room ,amazing decorations inside out.Worth a visit ,if you are in Swayambunath area."
530,Shree Tanadevi Temple,Religious Sites4.8,4,"A small, very well decorated shakti pitha adjacent to Taleju","Tarini Bhawani (Tana Devi) is a shakti pitha (sacred site where a part of Sati's body fell to earth) with a small, very well decorated temple adjacent to Taleju, recently brightly painted. The central of three excellent torana is gilt. Open one day a year in the fall when a Kumari (not the Raj Kumari of Taleju, Kathmandu has several) is worshipped inside. Bhajan composed to the Goddess are sometimes sung in the evenings here."
531,Bhimsen Sthan Temple,Religious Sites4.9,4,Peccato per la ragnatela di fili elettrici tutto intorno,"Il tempio  abbastanza bello, di legno e molto decorato, peccato che fare belle foto  impossibile, essendo circondato da fili elettrici.E' dedicato alla dea newari Bhimsen che protegge i commercianti e gli artigiani"
532,Chandragiri Hill,"Points of Interest & Landmarks , Lookouts",5,View for the Gods !!!,"You can look at the full Himalayan Range from this place. Situated at almost 2600 Metres , the view is breathtaking. Right from Annapurna in the extreme left to M Everest in the extreme right ....all these peaks are well over 6500 Metres to 8900 metres  !!!! you just have to ensure you are there on a clear sunny day thats all.  The cable ride of almost 2.4 Kms is a must do activity ....take in the views all through the ride. You will be do engrossed in the Himalayas that you may forget to view the Kahmandu Valley itself which is breathtaking !"
533,Kotilingeshwor Mahadev Mandir Temple,"Architectural Buildings , Religious Sites",4.5,Distinctive Stone Malla Temple,This Hindu temple is a square stone structure topped by a bell-shaped dome and it goes back toi the 16th century and the reign of the Mahendra Malla.This was located away from the main entrace to what is the northern side a little past the Black Bhairab and is worth a look.
534,Dharmadhaatu Stupa,Religious Sites,4,Temple in the middle of an intersection,Stumbled upon this beauty while going for a evening walk. Its actually quite beautiful. Located in the middle of a four way intersection.
535,Dharmadhaatu Stupa,Religious Sites,4,Worth a Stop,"As you walk from Thamel towards Durbar Square, this charming small stupa stands in a fairly large square. You can enter for a better view and spin prayer wheels that surround the stupa. There is also a mini park around the stupa that may be upen.One of the better kept small stupas in the city."
536,Lucky Traders & Exporter,Shopping Malls,4,Excellent Quality Clothing,"In the sea of venders that is Thamel, this little shop stands out. The quality is excellent and the prices fair. The fibers of cotton are strong and the design detail is elegant. The Female shop keeper is kind and wants all shoppers to look their best! Do seek out this little shop for a nice gift to take home!"
537,Vaisha Dev(Toothache Tree),Religious Sites,4,They have covered it,It's interesting to find this.  It's abit hidden and hard to find.  Have history on it.  But now you won't notice it.  Coz it covered with plastic glass and full of dust.  You wont notice it on a busy road.
538,Vaisha Dev(Toothache Tree),Religious Sites,4,Interesting,interesting place to see on the way to Kathmandu Durbar square from Thamel. Its looks quiet strange seen so many coins attached
539,Vaisha Dev(Toothache Tree),Religious Sites,4,Painless dentistry hopes,"It doesnt cost anything more than a small coin to wish your pain away! And if not, there is a whole neighborhood of practicing dentists nearby!"
540,Vaisha Dev(Toothache Tree),Religious Sites,4,Ummm - interesting!!,This is the shrine to the toothache God and according to locals it works if you have toothache and make an offering when you have toothache it will do (if it doesn't there are lots of dentist on the next street who will help you out!!)
541,Vaisha Dev(Toothache Tree),Religious Sites,4,Tap a coin in to the multitudes and pray,Some people believe that a coin will relieve the pain but if/when that wears off and the pain is still there you can try one of the many dentist shops near by that have very interesting equipment in their display ( some very archaic).
542,Vaisha Dev(Toothache Tree),Religious Sites,4,'When the Tooth Aches',"Frequented by the locals as a 'healing deity of toothache', this open temple lies between Kathmandu Durbar Sqaure and Thamel. When locals have toothache, still today, before going to the dentist they take a small coin of any denomination, make a hole on it and pound onto the log of wood with the help of an iron nail. It is believed that in medieval time there was a tree and a statue here. Now only a piece of log is remained with hundreds of pierced coins and nails remain. It is also good for anyone to bow before this power place to request for prayers for 'health teeth'."
543,Vaisha Dev(Toothache Tree),Religious Sites,4,Surprised.,I saw a pile of coins and when I went close found as if it's a branch of some tree and some numerous coins have been embedded on it. Strange belief when you nail a coin in it your toothache goes away.
544,Vaisha Dev(Toothache Tree),Religious Sites,4,Thousands of coins.,"While roaming around in Thamel, we reached a place where we saw a lots of shops which fix teeth not exactly a dental clinic. Then in sometime we saw a little bump near a wall, and thousands of coins were embedded on that. Then we came to know that if somebody has got toothache. You fix a coin and your ache goes away."
545,Vaisha Dev(Toothache Tree),Religious Sites,4,Strange belief,Vaisha Dev (toothache tree) is a small lump of a tree with lots of coins fixed on it. There is a strange belief that if you have any pain in the tooth. You go fix a coin your pain will go. It is no doubt very strange but people do it. I saw so many people came and touched it and prayed for some time and then left.
546,Vaisha Dev(Toothache Tree),Religious Sites,4,Quirky attraction - tough to find,"Interesting and quirky attraction. Was a little tough to find, the dozen or so locals we asked did not know where it was, but wandering the streets to find it was half the fun! Located on the corner of a street meeting a small square you will see several dentists in the area to let you know you're on the right track. Ultimately the Toothache Tree is little more than a 1-2 metre long old piece of timber with dusty coins nailed to it, hardly very attractive but an interesting thing to find. In the short time we were there, dozens of locals touched the tree and said a little prayer."
547,Music museum of Nepal,Art Museums/History Museums,5,The secret and marvelous museum of music!,"The Museum was founded in the year 1995 with a view of collecting, preserving and glorifying Nepali folk musical instruments. There are more than 100 ethnic groups in Nepal, each with their own culture and traditions to mark every occasion from birth to death with music. The museum holding a collection of 655 distinct Nepali folk musical instruments.Not easy to find, like all treasures, but when you will find it, you will really appreciate it!Martin from Montral, Qubec, Canada"
548,Music museum of Nepal,Art Museums/History Museums,5,Amazing collection and valuable preservation work!,"This was my favorite place to visit during my time in Nepal! The first time I visited, the director, Ram, welcomed me in and showed me the whole museum. I felt so at home there and came back many more times. I hope to stay connected with the museum in the future because it is doing such incredible and valuable work to preserve Nepal's musical heritage. Absolutely wonderful experience!"
549,Music museum of Nepal,Art Museums/History Museums,5,Wonderful heritage,"The Music Museum of Nepal has a rich collection of traditional Nepali instruments -- drums, string instruments, etc.  It is hard to find -- through an alley, around a temple under reconstruction, up a flight of stairs -- but it is worth it to connect with Nepal's musical heritage."
550,Music museum of Nepal,Art Museums/History Museums,5,it is great  to see all nepali folk musical instruments.,it is important to know our  ancestors musical heritage. there many  instruments which we never seen. friendly peoples. if we have time we can play musical instruments in   a small concert hall.
551,Music museum of Nepal,Art Museums/History Museums,5,Fantastic guide and instruments!!,"This museum is amazing. But firstly I'd like to say: museum is hidden inside the Hindu temple (photo of way you need to go is included). As a musician, I can say: you can see a lot of traditional drums and string instruments only here! There are lots of strange and very old ones: and the owner of collection, a very kind man who did a very hard work collecting and restoring them, allows you to play them carefully! It is a fantastic experience, don't miss it!!!"
552,Music museum of Nepal,Art Museums/History Museums,5,A hidden gem - why don’t more people know about this?,We were fortunate enough to have someone who had been here before tell us about this museum. It has hundreds of Nepali instruments. The curator was lovely and had two music students play a concert for us.
553,Music museum of Nepal,Art Museums/History Museums,5,Tremendously important place for the history of Nepali folk music,"To find something related to the traditional culture of Nepal, I stopped at this small museum where locates modestly inside Siva Temple. I was not able to find the place only by the navigation of Google map, as Siva Temple was still in an extensive repair work due to the earthquake and I couldn't find any signs around the temple when I first arrived in the place. However, Ram, the founder of the museum, has kindly run out of the place and picked me up after a phone call to the museum, and hosted me with his passion to the Nepali folk music. You can find quite a lot of introductions about the museum on the web so I will not go into the details here, but what made me so surprised and impressed the most, was this museum holding a collection of 655 distinct Nepali folk musical instruments, as well as a tons of music archives was founded and run individually by Ram without any governmental support! He introduced himself not as a musician (but he's just too humble as he plays Shankha) but an enthusiast of music. Furthermore, he has written one book that shows his deep knowledge to the Nepali folk instruments (he told me it took him to almost 10 years to complete the book, and now he has already started to work on the 2nd book...!). This place is not a fancy museum indeed but should be known to the world to be further supported, as the museum exhibits such historically important items. You can look all the instruments inside the museum within an hour and have a little chat with Ram (of course he will be eager to answer your questions about the Nepali folk music), so please do swing by between your temple tour in Kathmandu."
554,Kathmandu Fun Park,Amusement and Theme Fun Park,4,fun park experience,There are fun rides and the most enjoying ride was the bowling and the spin ride for me and my friends. However we don't have an access to a map or any guidance to were the rides are so finding certain rides were difficult for us friends.
555,Kathmandu Fun Park,Amusement and Theme Fun Park,4,Old and  worn down 'Fun Park' for kids,The pros: Nice location near the center of the city.                     Low admission fee and kept cleanThe cons:  Limited number and selection of Rides/attactions                      Looked like some of the rides were well past their prime                        making a concern for safety                      Of not much interest to any except kids of primary ages                       and (from what I was tol for teen and young couples to                     'hang out' in the evening
556,Kathmandu Fun Park,Amusement and Theme Fun Park,4,For kids,Nice place for children..Many rides for different age categories.. You can engage your kid for 3 to 4 hours.. However boat ride is not comfortable even water is not clean..
557,Kathmandu Fun Park,Amusement and Theme Fun Park,4,Good place to be kids again,So many things to place to see and roam around. Everything is so good and LIVE. You should be able to find good games to play before you leave.
558,Bhimsen Tower,Points of Interests and Landmarks,3.5,wonderful view tower,it was very beautiful view tower of kathmandu valley but damaged by devastating earthquake in 2015 Apprile
559,Bhimsen Tower,Points of Interests and Landmarks,3.5,Enormous Loss after Earthquake 2015,This was one of the highest structures in old KTM (nine stories) and was used to call attention when conflicts were possibly coming (using a bugle to call army). 60 people were lost when it collapsed during the earthquake of 2015. It is worth visiting to remember this loss and to remember the loss of all the people who perished during that event. And to acknowledge the incredible cultural significance Nepal has on our planet.
560,Bhimsen Tower,Points of Interests and Landmarks,3.5,earthquake,"The strong earthquake that shattered this high monument. it is waiting to be renovated, hope it will be back again soon"
561,Bhimsen Tower,Points of Interests and Landmarks,3.5,well....,"As many place in Kathmandu,  the tower has been really effect by the earthquake. Of course you can have look, but no much to see. But if you are around, you can buy some cheap clothes, and do your sending. The post office is around the corner."
562,Bhimsen Tower,Points of Interests and Landmarks,3.5,Landmark that once stood hogh,The beautiful and historic Dharahara also known as Bhimsen stambha was destroyed by the earthquake but still has its remains where once it stood all high and mighty. Nice place to walk around and see the history lying although it is quite sad. Hopefully it gets rebuilt to tell its story.
563,Bhimsen Tower,Points of Interests and Landmarks,3.5,Destroyed in 2015 earthquake.,"There is little left of the original lofting monument, and although there are plans to rebuild, it will never be the same with the same history."
564,Bhimsen Tower,Points of Interests and Landmarks,3.5,Demolished by the earthquake,Unfortunately this famous attraction is totally damaged by the earthquake 2015 and the government has not started yet the reconstruction. You can visit it as you are close to the Durbar square.
565,Bhimsen Tower,Points of Interests and Landmarks,3.5,'Landmark of kathmandu Valley',This tower collapsed in April 2015 earthquake. Please wait for the new one to come up in near future.
566,Bhimsen Tower,Points of Interests and Landmarks,3.5,All damaged,"Close to Kathmandu durbar square, half of the tower was broken by the earthquake. One cannot go inside its perimeters now."
567,Bhimsen Tower,Points of Interests and Landmarks,3.5,Collapsed.,"The earthquake of last year ruined its beauty. Its no more now in the existence, it turned into ashes. Once upon a time you could see the whole Kathmandu from its top."
568,Tridevi temple,Architectural Buildings/Religious Sites,4,Three Towers For Three Goddesses,"This temple sits on Tridevi Marg, the road into the Thamel area and has three spires representing the three Goddesses, Darkshinkali, Mankamana and Jawalamai. It was the only religious site where I saw an armed guard. This is fairly plain inside but it does have erotic carvings as you might expect on the roof structs but I failed to see as I was worried about the armed guard's intentions with the shooter he was carrying"
569,Tridevi temple,Architectural Buildings/Religious Sites,4,Highlight of my trip,"Visiting this temple with Himkala Adventures was the highlight of my trip. I met Shiva during the Free Walking Tour of Kathmandu, and after being thoroughly impressed with his kindness, knowledge, and professionalism. If I ever have the privileged of returning to Nepal, you best believe I will visit some other incredible sights with him and Himkala Adventure!"
570,Tridevi temple,Architectural Buildings/Religious Sites,4,Temple at Thamel,Tridevi temple is located at just front of Himalayan java coffees shop.It is the nice temple with historical architecture.Which is the lords Shiva temple of Hindu god .
571,Tridevi temple,Architectural Buildings/Religious Sites,4,Peaceful Area in Thamel,"You can visit here and stay at peaceful environment, there is no entry fee. Beautifully crafted temples and statues are main attraction"
572,Tridevi temple,Architectural Buildings/Religious Sites,4,Very small,Very small location. Laundry was hanging up to dry. Men were arguing and never acknowledged me. Worth the short visit if you're in the area.
573,Tridevi temple,Architectural Buildings/Religious Sites,4,Three Goddesses of Protection!,"Tri Devis temple is at the main entrance street to Thamel Tourist district. It is within the walking distance if your hotel is is Thamel. Though the temples are at the heart of the city, yet it is a oasis of peace. Most of the time the temple doors are closed but a visitor can ask for the priest and request to open the doors to visit. Namaste"
574,Tridevi temple,Architectural Buildings/Religious Sites,4,Small small temples.,Just right opposite to Garden of dreams we saw a black gate and when we entered we saw so many small small temples. Some people were there. A huge bell is also there.
575,Tridevi temple,Architectural Buildings/Religious Sites,4,So many small small temples,"Its near to Thamel opposite to garden of dreams. Once you enter you see small temple of Lord Shiva, then Lord Hanuman. There is  a huge bell as well."
576,Tridevi temple,Architectural Buildings/Religious Sites,4,Lot of God's are there.,"It's rightly opposite to Garden of dreams in Thamel area. Very peaceful place with so many small temples inside. God Shiva is there, God Ganesha and Lord Hanuman is there. Mata Dakshin Kali and Jawala ji is also present there. You can go and feel so relaxed. A small tea stall is also there. So you enjoy a good tasty tea. A big bell is also there. Worth a visit."
577,Himalayam arts gallery p.ltd,Art Galleries,4.5,Very good,"Im buying Thanka with them since long time, they have good quality of art with many varieties. Theyre friendly and very knowledgeable with thanka. I recommend them strongly."
578,Himalayam arts gallery p.ltd,Art Galleries,4.5,Wonderful,"Beautiful Himalayan Thanka art. Great artists. Best quality, best prices. Very kind, friendly and warm-hearted people.  Wonderful and absolutely worth to visit himalayan arts gallery"
579,Himalayam arts gallery p.ltd,Art Galleries,4.5,Beautiful,"Beautiful art. Very friendly people. Incredibly helpful, and are happy to explain the significance of the works."
580,Himalayam arts gallery p.ltd,Art Galleries,4.5,Small but beautiful world of thangka paintings,I am touched by the warm and friendly behaviour towards clients... I found the price for the thangkas are very very reasonable...love to visit again
581,Guru Lhakhang Monastery,Religious Sites,4,Small but Nice Monastery with Good Views of the Stupa,"The Guru Lhakhang Monastery is located within the walls that surrounds the Boudhanath Stupa, so you have to enter the Stupa entrance gate just to get to the Monastery.  This Monastery is small in size but very nice to look at - both inside and outside.  Also, this Monastery has a nice balcony area where you can get some very nice views of the Boudhanath Stupa."
582,Guru Lhakhang Monastery,Religious Sites,4,Impressive Buddhist Temple by Boudhanath Stupa,This is one of several monasteries close by to Boudhanath Stupa. There is a very large prayer wheel at the front and also a large bell just outside; the front door is colourfully decorated; there is a very large Buddha statue inside; and you get a great view of the Stupa from upstairs.Well worth a visit.
583,Guru Lhakhang Monastery,Religious Sites,4,Old Buddhist Monastery With A Big Buddha,This monastery sits opposite the rear of the  Boudha Stupa and is worth a visit. It has a large prayer wheel to the left as you enter and a significant Buddha statue at the back of the main prayer area. Shoes need to be removed and appropriate respect practiced when inside. The top floor provides an excellent view of the Stupa.
584,Guru Lhakhang Monastery,Religious Sites,4,Overlooking Boudhanath Stupa,"If you are visiting Boudhanath, do stop in here. There are a couple of different shrines,on on the first floor and another on the roof. You can go out on the balcony and get a great view the stupa from there. There's a huge prayer wheel and also a bell in front of the monastery."
585,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,Rebuilt,Rani Pokhari rebuilt tin its original style from a sketch dating back to the 18th century after it sustained major damage during 2015 earthquake.
586,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,Rebirth of pond,Looking great now the rani pokhari. Rebirthing is going on. Thank you very much who trying to preserve the tradition of Kathmandu
587,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,under construction,a dry pon now. some massive constructions are going around it.  located in the centre of the city. can be made a great touristic place. now dry and dirty.
588,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,Disappointed!,"Went there on the 5th day of the Diwali and all I saw was a dry pond, what a disappointment. Will not recommend to friends."
589,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,An artificial pond in the heart of Kathmandu,It is one of the most famous landmark of Kathmandu and known for its religious significance. It was damaged in 2015 and is now under construction again.
590,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,A disappointing sight at the moment,"The pond has been drained which gives a very sad appearance. Renovation seems to be going ahead but a row rumbles in the background. Some of the pond's area has been 'taken' for another purpose and various government departments are squabbling about it. I hope it is restored to its former glory.For the moment, however, it's not worth a special journey but you might be wandering along Kantipath to the south anyway..."
591,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,Getting Better ....,Such an amazing place ... SO glad they appear to be renovating it . You can only imagine what it used to be like - it is in the heart of Kathmandu and needs to be shown the respect it is due .... I would have loved to have seen it when the work has been finished BUT so much damage across Kathmandu and Nepal in the devastating Earthquake of 2015 that has to be fixed  -  we have to be patient .
592,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,"Now it is a ruin, but will be back to its better days","For the pictures I saw it was a great place to visit in Kathmandu. I do not know why is in a so degrading situation, but there are under renovation now and soon it will be a beautiful place to visit again"
593,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,must be good,Hopefully it will revive again after the renovation done on it. Used to be the best spot for everyone to come around
594,Rani Pokhari(Queen Pond),Scenic walking Areas,3.5,Currently being renovated,"The pictures of this place in its heyday look impressive, when I visited it wasn't anything like the pictures.  There is currently renovation work being done and the lake has been drained.  Hopefully it will be restored to its former glory.  You can get a good look at the sight from the overpass going over the main road nearby."
595,Wood craft Gallery,Art Galleries,5,Nice place to learn Nepali Woodcraft,"By accident I heard about the woodcraft workshop on Saturday mornings. The really nice brothers welcome you an give you the possibility to choose your own form to work on. After that they help you by making it the way they do it in Nepal. In the meanwhile they can tell you whatever you want to know about Nepal and their culture. They're also really interested in your culture. After the workshop, that ends when you are ready, they ask you for tips because they want to learn teaching. So I would recommend everybody to go to the Gallery on Saturday at 12 o'clock, it's all for free!"
596,Wood craft Gallery,Art Galleries,5,Amazing place to spend your afternoon,"Really cool place owned by a local family. Definitely worth to stop by if you are staying at somewhere nearby or even just passing by. I had my free lesson about woodcraft recently, Pratham is a really good teacher, not only he knows a lot of woodcraft, he also know everything about Buddhism and Nepalese culture."
597,Wood craft Gallery,Art Galleries,5,"Nice place to skip business shops, see beautiful art pieces and skip Noisy street of thamel.","Good place where you can watch many beautiful wooden handicrafts and s sculptures collection made by a Bajracharya Family of senior Artist Punya Raj Bajracharya. I enjoyed their free training workshop on recent Saturday which was simple and traditional work training. For exact location I used Google maps apps and it showed the Gallery in right place in satghumti, in front of annapurna market."
598,Kasthamandap,Religious Sites,4,Kashthamandap is rebuilt,"This historically significant monument which was completely flattened by 2015 earthquake, has now been rebuilt."
599,Kasthamandap,Religious Sites,4,Under reconstruction,"In common with many of the ancient structures in the central square, this building was damaged in the earthquake in 2015, but in this case it was completely devastated. It is a particularly important building due to its history and thankfully good progress is being made in its reconstruction thanks to Japanese support.And something good has even come from the disaster in terms of archaeological discoveries made in the recovery work."
600,Kasthamandap,Religious Sites,4,Totally Destroyed And Fenced Off,It was located at the entrance to Freak Street and is now just a pile of rubble and is fenced off and there is sadly nothing to see. Hopefully they will restore this wooden shelter from which the name Kathmandu was derived.
601,Kasthamandap,Religious Sites,4,Kasthamandap MEANS Wood-Covered Shelter,"Kasthamandap ""Wood-Covered Shelter"" was a three-storied public shelter that included a shrine consecrated to Gorakshanath situated at Maru, Kathmandu, Nepal. Several myths and stories about the date of the construction of the Kasthamandap Temple have been resolved with the recent archeological findings. The newly discovered objects during the excavation here in the aftermath of the 2015 earthquake have suggested that the Kasthamandap may have been built in the 7th century during the Lichhavi era."
602,Kasthamandap,Religious Sites,4,destroyed in 2015 earthquake,But work is in place to rebuild this as this is the origin of the name Kathmandu. It is a wooden house made from a single tree
603,Kasthamandap,Religious Sites,4,under constructure after earth quake,need to be there in the afternoon to see the living goddess apear in the window and hear her story place in need of repairs after the earthquake
604,Kasthamandap,Religious Sites,4,Single wodden temple,it was built by siggle tree wood and it has carried very significant meaning of kathmandu valley which is very famous.
605,Kasthamandap,Religious Sites,4,An architectural Marvel,"This is one of the 3 Durbars (Courts of King). Situated in the heart of Kathmandu city, the area constitutes several large buildings and temples."
606,Kasthamandap,Religious Sites,4,Restoration on,"It was very well built up but the earthquake had demolished this structure. As it's Unesco's heritage site, restoration work is going on with the help of Japan Govt."
607,Kasthamandap,Religious Sites,4,It is not there anymore,This building from the 16th century was totally destroyed by the earthquake 2015 and there is nothing to see today. The government is planning to rebuild it but the legend says the original was built from one huge tree and this will be difficult to accomplice in modern times.
608,Namkha Khyung Dzong Rigdin Choling Monastery,Religious Sites,5,"Lovely walk to nearby monastery, organised by Shivapuri Heights Cottage","Under the guidance of a local we were hiking from Shivapuri Heights Cottage to the nearby monastery, a beautiful building, where we could even attend the afternoon prayer session of the monks! I really enjoyed this little excursion and was happy about our guide - without him we would probably have lost track. In all, a perfect way to spend the afternoon!Aline (23) from Switzerland"
